title,content,rating,username,genres
"Airlift is nail-biting, reality-based action thriller that is going to give you goose bumps. Brilliant !!","Over the years Akshay Kumar's choice of selecting the films has certainly improved with significant examples being Holiday, Baby, Special Chabbis, Gabbar Is Back to name few. Move over commercial masala potboilers with item songs, hero smashing 10 guys with a single blow and typical song-dance routine – Raja Menon's Airlift will give you goosebumps with fast-paced gritting thrills and excitement.Based on a true story, Airlift speaks about the Ranjit Katyal (played by Akshay Kumar) who helps the Indian Government collaborate with Air India to help evacuate 1,70,000 Indians from Kuwait after Iraq raided the country.From the director of critical acclaimed films like Bas Yun Hi and Barah Aana, Raja Menon does a fantastic research about the feat that was even recorded in the Guinness Book of World Record and surprisingly people are unaware about it. Airlift will consume you right from the beginning especially when Akshay's family faces the issue of Iraqi raiding Kuwait. From here onward, there is no turning back as the movie gives you nice twist-n-turns with well- choreographed action scenes. Icing on the cake is the climax scenes which has been well executed. On the flip side, length of the movie could have been reduced little further. But brilliant screenplay, Art direction and cinematography is spellbinding. Background score gels well with the mood of the film. Dialogues are fine. The music of the film is doing well on the chartbuster. The soulful number such as 'Soch Na Sake' is already a superhit among the viewers. Besides, other tracks are catching up fast as well.It is Akshay Kumar's show all the way. A thumbs up to him for doing something different from his usual masala potboilers. After giving back-to-back hits in 2015 with Baby, Gabbar Is Back and Singh Is Bliing, Akshay Kumar is definitely on a roll. With Holiday, Baby and now Airlift, Akshay Kumar has managed to create a image of ""Mera Bharat Mahaan"" actor and fans will love him in new avatar. The fresh pairing of Akshay Kumar and Nimrat Kaur works well. Nimrat Kaur's realistic subtlety would harness Akshay Kumar's machismo and give us that perfect thrillerOverall , Airlift is nail-biting, reality-based action thriller that is going to give you goose bumps. Brilliant 4.5/5",9.0,Anonymous,History
Airlift will surely touch all Indians by heart!,"As this year has been started well with Wazir, the good work of Bollywood is on the road with increasing the speed and performance. Yes, I'm talking about Akshay Kumar starer Airlift, directed by Raja Krishna Menon, and which is based on true events! Film starts in Kuwait. Rajiv Katyal (Akki) has been reached on the top level in business with his ability. He refers himself as a Kuwait citizen. But when the government leaves their citizens when Iraq attacks on Kuwait under the order of Saddam Hussain, the people becomes needless. Rajiv now feels that he is an Indian, and so along with other 1,70,000 people who are actually Indians but lives in Kuwait, he starts the mission to run from Kuwait as soon as possible. His tries, his communication to India for the help, and the officer's help from India - These things you can find out in this movie. Some factors, like emotions of love for the family, for the nation, for the coworkers and their relatives, for the people who are only belongs to the same nation, have been described very well. Many moments where we can feel patriotism. Raja has directed a superb film. Akshay has given a stunning performance as usual. I was comparing Baby film with this, but both are different. But if you ask for just one movie, than I'll go with this one. Nimrat Kaur is my favorite since The Lunchbox and Dairy Milk commercials. She has delivered a fine supportive job. She shines as a wife of a rich businessman and a caring mother. Kumud Mishra fits absolutely in the character of a government officer. Poorab Kohli has a small role. Supportive cast are fine, too. De Di and Soch Na Sake are very small songs. Perfectly situated. Tu Bhula Jise is the song to remember. Background score suits to the film. Dialogues are good. Nimrat's 3/4 minuets long conversation with a unsatisfied man of the camp who always complains, is a must! Cinematography is good. Some scenes give are shaky, those could have been shoot better. Editing is fine. Indian flag has been waved by an airport staff of Jordan and Akki is watching that, while Tu Bhula Jise song is playing - the scene has been brought so many whistles and shouts. And than one more, in which Air India plane is taking off, while Akki is watching that and in background Vande Mataram is playing - a truly emotional scene! It will surely gives you goosebumps! Overall, a must watch movie for every Indians, to know the largest human evacuation. Salute to all the real heroes! Jai Hind!",9.0,Anonymous,History
Steals Hearts!,"After Bajrangi Bhaijaan, this one is the next heart stealer! In an industry where good films are not as often coming, movies like these are hugely treasured. Airlift is a real story where humanity is celebrated, and a movie on humanity needs to strike the right chord to enter the audience's hearts. And this one very memorably goes! Akshay Kumar gives his heart and soul to the role and is a huge reason why the movie achieves its heights. The screenplay and direction are top notch, and the music is very hum worthy. And best thing, it felt like it ended early as audiences were wanting more. Seriously Indian cinema standards will take a rise more with this movie. Highly recommended watch!",10.0,Anonymous,History
Great Movie. Nice start for 2016,"Airlift is simply a great movie whether you talk about direction or acting,its simply mind blowing. Akshay kumar's gritty acting is simply mesmerizing.Unlike other movies , songs of this movie are soothing and full of melody. Its great that they didn't put a item song. The film is based on the real-life conflict and bloodshed that took place twenty five years back in Kuwait, and the way it is done—with a sense of urgency and immediacy, bringing alive a city over-run and under siege—sends out a crucial message to star-driven-yet-drivel- producing Bollywood.Other than that Nimrat kaur's was also very good. Overall, 'Airlift' is a good film,solidly plotted, well executed and well- acted. A must watch. Its a perfect movie for Republic Day Week !",10.0,Anonymous,History
Airlift movie review: Akshay Kumar film is well executed and well-acted,"Over the years Akshay Kumar's choice of selecting the films has  certainly improved with significant examples being Holiday, Baby,  Special Chabbis, Gabbar Is Back to name few. Move over commercial  masala potboilers with item songs, hero smashing 10 guys with a single  blow and typical song-dance routine  Raja Menon's Airlift will give  you goosebumps with fast-paced gritting thrills and excitement.  Based on a true story, Airlift speaks about the Ranjit Katyal (played  by Akshay Kumar) who helps the Indian Government collaborate with Air  India to help evacuate 1,70,000 Indians from Kuwait after Iraq raided  the country.  From the director of critical acclaimed films like Bas Yun Hi and Barah  Aana, Raja Menon does a fantastic research about the feat that was even  recorded in the Guinness Book of World Record and surprisingly people  are unaware about it. Airlift will consume you right from the beginning  especially when Akshay's family faces the issue of Iraqi raiding  Kuwait. From here onward, there is no turning back as the movie gives  you nice twist-n-turns with well- choreographed action scenes. Icing on  the cake is the climax scenes which has been well executed. On the flip  side, length of the movie could have been reduced little further. But  brilliant screenplay, Art direction and cinematography is spellbinding.  Background score gels well with the mood of the film. Dialogues are  fine. The music of the film is doing well on the chartbuster. The  soulful number such as 'Soch Na Sake' is already a superhit among the  viewers. Besides, other tracks are catching up fast as well.  It is Akshay Kumar's show all the way. A thumbs up to him for doing  something different from his usual masala potboilers. After giving  back-to-back hits in 2015 with Baby, Gabbar Is Back and Singh Is  Bliing, Akshay Kumar is definitely on a roll. With Holiday, Baby and  now Airlift, Akshay Kumar has managed to create a image of ""Mera Bharat  Mahaan"" actor and fans will love him in new avatar. The fresh pairing  of Akshay Kumar and Nimrat Kaur works well. Nimrat Kaur's realistic  subtlety would harness Akshay Kumar's machismo and give us that perfect  thriller  Overall , Airlift is nail-biting, reality-based action thriller that is  going to give you goose bumps. Brilliant 4.5/5",10.0,Anonymous,History
Every Indian must watch Airlift for once.2016 starts with bang. Akshay kumar nailed the role....,"Airlift is the best film of Akshay kumar till date. The story is all about a business man in Kuwait(Akshay) thinks that he is also a Kuwaiti. But when Iraq invades Kuwait he realizes that he is an Indian and helped all 170000 Indian. This movie give u goosebumps there is no boring scene in the movie. A perfect movie for Rebublic day. This movie is perfect for classy movie lovers who love this type of patriotic movies. All the star cast of the movie done a fantastic job. This time Akshay will surely get an award for Airlift. ...... Go with yours friends, family and watch AIRLIFT in theaters. U guys surely fell proud to be an Indian after watching this movie.",10.0,Anonymous,History
Uplifts Indian cinema standard,"Director Mr. Raja Krishna Menon work is superb. You feel yourself in to the screen. Story is inspired by real incident. It is OK. Screenplay makes its interesting by adding so many good and balanced plot, like introducing Kuwaiti girl and its culmination, one scene of secretary with his father, telling him about pain of migration, which triggers him to take the matters personally, track of irritating George etc. Credit goes to screenplay writers Ritesh Shah, Suresh Nair, Director himself and Rahul Nangia . Dialogues by Ritesh Shah, are real and impactful. Transformation of characters are very good, like a hardcore businessman to an extra emotional human being of main character. Productions design by Mustafa Staionwala needs to be applauded. Film looks so real and then great work by Director of photography, Priya Seth, to capture it perfectly. It could have been brutal but makers kept it very balanced. One scene where lead actor scuffles with Iraqi soldiers is a note above but its culmination again makes it worth clapping. Performance wise Akhshay Kumar is fantabulous. He is just amazing in every scene, especially in emotional ones. Nimraut Kaur as Amrita is OK. She had a good scene but it was just OK performance by her. Inaamul Haq as Iraqi Major Khalaf Bin Zayd, is first rate. He had gone deep into character that its hard to believe that he is an Indian. His balanced greed in eyes and accent make his character believable. Kumud Mishra as secretary Sanjeev Kohli is impressive. Purab Kohli as Abraham makes his presence felt. Ajay Arya Singh as Akshay kumar first driver is fine in his brief role. Feryana Wazheir as Kuwaiti girl, Tasneem looks innocent as the requirement of character. There was least scope for music but when it comes gives the much needed relief and boosts the pace. Credit goes to music directors Ankit Tiwari and Amaan Malik.",7.0,Anonymous,History
A must Watch Movie For every Indian and its doesn't matter u r Hindu or Muslim but if u are a real Indian and go and watch awesome movie,"Guys a must watch movie for all peoples we are always watching Hollywood movie and think they are awesome and if u want a Indian heroism story so go and watch airlift best performance by akshay and nimrat and other star cast ""Some stories *should* be told. #Airlift sheds light on the evacuation of Indians in Kuwait after the invasion by Iraq. Narrated BRILLIANTLY. #Airlift is taut, engrossing, leaves a hammer-strong impact. Raja Krishna Menon is a director to watch out for. Deserves brownie points. #Airlift is a must must watch. One of the finest films to come out of the Hindi film industry. Just do not miss this one",10.0,Anonymous,History
"Airlift is Nice, Need more movies with this seriousness in Bollywood","It's a really nice movie to watch if you want to know Indian POV for Kuwaiti war and problems they face You might actually like the movie if you are whole hearted tricolored flag lover, that is why I feel it's give 9.7 till this review. Everything was nice in the movie but not Excellent, I expected a sort of more from Akshay Kumar after Baby(Movie). Speaking Numerically I stepped in to expect to give an 8 after interval I thought to give 6 and after the movie I'm giving an 7. The Things that I liked about the movie was obviously acting by Akshay Kumar, because he wasn't loud like his previous movies, Purab Kohl was Midas as Always. Technically the movie felt good, the story concept was good, characterization was average, because there were too many character. The things that I didn't like about the movie was that actresses like Nimrat Kaur and Feryna Wazheir weren't utilized properly, It was the first time I saw Nimrat Kaur on screen after hearing praises about her, but I was let down as she felt as an Rich Punjabi housewife nothing else, Feryna Wazheir's A talented theater actress and her Talent wasn't used properly either. The other thing is TOO MANY MALYALEE CHARACTER representations, even the role of there General felt to be a bit on funny side instead of the serious one. BOTTOM LINE: You should obviously go to see this movie once, but it's not an that type Masterpiece but you'll like if it even though. You'll over like it if you are Pretentious Indian(No Offense).",7.0,Anonymous,History
Historic Airlift..... One of India's best movie ever..... Akshay Kumar is just awesome He's the Best,"What a beautiful gift to the Indian Cinema by Akshay Kumar, Raja Menon & the whole team of Airlift. The story of biggest human evacuation told amazingly well. Its so good from the start to end that you can feel what condition those 1,70,000 Indians would have gone through. Clap, clap & clap in the end that's what me & the whole theater was doing.Akshay Kumar as Ranjit Katiyal was just awesome he has taken his acting to another level with this one. Salute to him for doing amazing & inspirational movies like OMG, Holiday, Baby, Gabbar & now Airlift. Nimrat Kaur as his wife was just too good, her scene with Prakash Belawadi is awesome & clap worthy. Purab Kohli, Kumud Mishra & especially Prakash Belawadi were too good.Direction by Raja Menon is fabulous he has done a great work in researching this true story.Feeling so proud to be an Indian & realized what great thing my country India has done for all of us. Salute to all those unsung heroes of this biggest human evacuation ever.And Thank You to the whole team of Airlift for this historic movie. One of India's best ever.",10.0,Anonymous,History
