title,content,rating,username,genres
Still relevant nearly two decades later,"Jake(Hawke, innocent yet with some edge) has been on the force for over a year and a half now. He wants to make detective, and that means joining Narcotics. For his titular training day he must impress Alonzo(Washington, simultaneously threatening and charming). He will soon find that this is a cop who crosses the line frequently. Exactly how far is he willing to go?The acting by both leads is amazing. Honestly, for everyone in this. Denzel steals the show, but Ethan still really makes a mark. This is immensely gritty, with many honest looks at what happens in the bad neighborhoods of LA, as told by a screenwriter and director who actually lived there. The authenticity is a huge part of why this is so compelling. With a few exceptions, you really feel like this could happen(there are things that are not very credible. Others have already detailed them, I don't really have anything to add), and it really provokes a discussion of police brutality. Despite an episodic nature, every scene has a distinct purpose in the overall narrative, although for a number of them, you won't realise what it is until later.This contains a lot of strong language, some brutal violence, and a little nudity. I recommend it to everyone who can stomach the contents. 8/10",8.0,Anonymous,Crime
What Movie Were You Guys Watching?!!,"I know I'm late as hell and I hate to break the overall 'vibe' about this movie but this movie was great when I saw it in the theater and gets better every time I watch it over again. And this is mainly because of the performances by Denzel and Ethan. I don't know what you guys expected but the movie CLEARLY suggests that Denzel is a crooked, burnt-out, streetwise cop and Ethan is a 'wet-behind-the-ears' clueless rookie. So knowing that, WHAT DID YOU GUYS EXPECT, Malcolm X, Remember The Titans, The Hurricane?? If you were, then maybe you all need to be checked out. The reason why this movie was so great is because it wasn't the typical Denzel 'role model' movie. We KNOW that he can play those roles well so it's a testament to his acting ability that he can portray the other side of the spectrum. And my hat goes off to Ethan because he bounces off Denzel flawlessly.I hate to break the news to you guys but cops like Alonzo ARE OUT THERE and need to be acknowledged. Acting like the problem doesn't exist does not solve it. You don't have to go that deep to know that Alonzo was once a good cop who just got fed up w/ 'police procedures.' If you acknowledge that Jake's shallow-mindedness at the beginning of the film only allows him to look at the perks of making detective and how the progress of the day transforms him, you can really appreciate Ethan's portrayal of him. Let's face it, a bad day at the office when you're a narcotics detective differs greatly from that of an office executive and the different stresses can warrant different results.Even the street rhetoric was authentic. Maybe you guys need to get out of the 'burbs more. You guys didn't actually expect eloquent dialogue with little or no profanity, did you? The only part of this movie I struggle with is Dr. Dre's terrible overacting and that isn't nearly enough to take away from the overall result.Next time you guys bash a movie, make sure to try to be objective and rate what you see and not what you're used to seeing!!",9.0,Anonymous,Crime
The power of Denzel,LAPD narcotics detective Alonzo Harris (Denzel Washington) takes rookie detective Jake Hoyt (Ethan Hawke) on his training day. Alonzo is a harsh spoken street-wise cop pushing the envelop in South Central L.A. Mostly he goes right over the edge.This is all Denzel all the time. It's his relentless power. There's no logic or plot worthy of following. That's not the point of this movie. The audience is Ethan Hawke as he tries at first to submit to the Denzel hurricane. Then we're trying gather our feet in the storm. Finally we have to make a decision about his character. This is a tour-de-force performance from Denzel and nothing less.,8.0,Anonymous,Crime
Stunning performance by Denzel Washington...,"""Training Day"" was a very good movie. I like movies that shove it in your face and make you deal with it...movies like, ""Black Hawk Down""...no clichés, no touching moments, just brutal, bitter realism. ""Training Day"" was such a movie. However, the one thing that made this film really shine was the performance by Mr. Washington. To me, a good actor is someone who just IS a character...if it isn't obvious that they are acting than they are doing a good job. That was the case with Washingon. He just was Alonzo. Every pantomime, every word, every glance was performed masterfully. Did Mr. Washington deserve his Oscar? Absolutely. 200%. Some people say, ""not Oscar material"" and I must wonder, what film...what performance were they watching?",10.0,Anonymous,Crime
More plot holes than bullet holes,"I'm not really sure what the point of this movie was, other than to look cool and to give Denzel a badass persona with which to chew the scenery. The characters make reference to the ""chess game"" going on between them, but it's really a game of kick the can.  They only manage to keep it moving forward one hour, at which point it just could becomes a big checkers endgame, full of black-leather gold-chain-danglin' fury, signifying nothing. This movie pistol whips you with countless racial stereotypes, and F's you up with an anticlimactic, silly ending that would be satisfying only after a hit of PCP-laced dope.  The friends who recommended this to me ought get their own special brand of ""street justice"".  Garbage.",6.0,Anonymous,Crime
A corrupt man in a corrupt world,"Ethan Hawke has a ""Training Day"" - from hell - and learns that his trainer (Denzel Washington) is way out there in this 2001 film directed by Antoine Fuqua. Featured in the film are Scott Glenn, Tom Berenger, Harris Yulin, Eva Mendes, and Snoop Dogg.Hawke is a young family man, Jake, who is teamed up with a decorated narcotics detective, Alonzo, to see if Jake has what it takes to work the street and go undercover. Alonzo is a very unsettling guy - joking one minute, mean the next - and Jake doesn't know quite how to take him. He just knows the job means a lot to him.Gradually it dawns on him that a) Alonzo is more corrupt than any of the perpetrators he says he's after; and b) he's setting Jake up so that he's part of some dirty work and therefore won't be able to talk.Really top-notch, edgy performance from Denzel Washington, who is always full of surprises, here playing an unpredictable character. This was his Oscar winning role, and it was deserved, though there's no question that he deserved it in the past too. The film is full of action, violence, and really raw characters - one certainly gets a sense of the mean streets from watching this film. Ethan Hawke acts just as a man who doesn't know what's going on would - unsure, embarrassed, nervous, scared, but very determined and quick-thinking, as he realizes what he's gotten himself into.Shocking, violent, bloody, and fast - that about sums it up. Some excellent performances along the way, too, from everyone involved.",7.0,Anonymous,Crime
Excellent film that is sure to keep you on the edge of your seat and blow you away,"If you ask me, TRAINING DAY is an excellent film that is sure to keep you on the edge of your seat and blow you away. Harris (Denzel Washington) kind of gave me the creeps. You'll understand why once you've seen this movie. In my opinion, the performances were top grade, the direction was superior, the costumes were perfectly designed, and the cast was perfectly chosen. Also, the soundtrack is really good, too. Before I wrap this up, I must warn you that this movie is very violent if you're going to see it, so viewer discretion is strongly advised. Now, in conclusion, if you're a fan of Denzel Washington or Ethan Hawke, I highly recommend this movie. It's sure to keep you guessing from start to finish.",9.0,Anonymous,Crime
didn't buy it,"as my personal opinion, i have to say dr.dre and snoop dogg were much more convincing as l.a. street men as denzel will ever be. all the time i could see denzel's black suite and red tie. shrug. what do i know about l.a. street life, but that's just the way i felt. meanwhile, ethan hawke, sigh, has never been my favorite actors, performs a whining mouse-like role as the partner, maybe it's supposed to be that way, didn't like it anyway.anyhow, the strong points of this movie are good action sequences, nice street feeling and an ok plot. there are all kinds of good side characters in this film, some who are shamefully underused. actually, the lead pair is the only one that i didn't really like. the higher-then-average rating i gave came really from the general feeling in the movie, thanks to the side roles.the last 20 minutes of the film is bucket stuff though, i've seen a similar ending a thousand times already. the director could have thought of something more original.",6.0,Anonymous,Crime
Training Day A Solid Action Crime Thriller,"Training Day is a solid action crime thriller with exceptional performances by Ethan Hawke and especially Denzel Washington. Director Antoine Fuqua has done an admirable job of making this movie about a rookie cop who gets into a lot more than he bargained for while on a day with a senior rogue detective to prove he's got what it takes to be a narc. Denzel Washington is fantastic as twisted but charismatic Detective Alonzo Harris who takes a big departure from his good guy roles to play the villain in this one. Washington has show over and over again that he's a talented actor. Well he continues to prove just that in Traning Day and then some. Ethan Hawke is equally impressive as rookie cop Jake Hoyt who finds himself in one increasingly dangerous situation after another. Hawke holds his own against Washington on screen and he may not have the flashier role but he goes a very good job as the hero in this film. The rest of the supporting cast including Scott Glenn, Cliff Curtis, Dr. Dre, Snoop Dogg, and a brief appearance by Tom Berenger are solid in their roles but none of them are given much to do and are merely given extended cameos. They still prove to be effective none the less in their brief screen time. The music seemed to sync very well with what was happening on the screen and the tone of the film. The brutal action violence is well executed but the showdown between Washington and Hawke near the end did get a bit unrealistic. It was still intense though and the two actors really got to show their off their acting chops in this movie. The vulgar language did get a bit much at times but the good more than outweighs the bad in this one. Despite some flaws Training Day is an entertaining action crime thriller with great performances from Hawke and especially Washington who make this movie definitely worth the time to watch.",8.0,Anonymous,Crime
"Aweful, just aweful.","The only credit I can give this film, is that it has provided a new standard by which to grade other Oscar garnering films, an astonishingly low one. A bland, tiresome reincarnation of a 1980's high-concept ethics-based cop drama that did not live up to its predecessors. Denzel Washinton's performance was uninspired to say the least, and seemed to be nothing more than a medley of other successful actor's adaptations of similar roles. The plot was predictable to the point of absurdity, and the direction can only be described as sub-par. Why this film was ever celebrated for its veracity is entirely beyond me. If you are a fan of good films, rent something else.",,Anonymous,Crime
