title,content,rating,username,genres
The Most Unprepared (or Stupid) Crew Ever Seen,"""Alien: Covenant"" is a sci-fi action film technically perfect, with great special effects and landscapes. Unfortunately the story is terrible with the most unprepared (or stupid) crew ever seen. How could practically all the crew including the captain and the second in command land in an unknown planet without a better analyze of the soil and the atmosphere? They have a skilled android that should go alone and report whether the place is dangerous or not. One of the groups have a sick crew-member and his partner brings him bleeding to the only means of transportation they have to return to the spacecraft. The pilot risks the lives they are transporting and their colonization mission to try to rescue a few survivors. In addition, the performances are soulless and not engaging and the viewer does not care to the characters. My vote is five.Title (Brazil): ""Alien: Covenant""",5.0,Anonymous,Horror
"With strengths at a visual and technical level, it would be much better with a more developed and better written script.","I don't know if I'm the only person to say this, but I think a horror movie works better if we see some intelligence in the script and in the characters' attitudes, and if the main antagonist is mysterious and able to surprise us. I liked ""Prometheus"", a film better than expected, albeit with a confusing script. This film establishes a clearer, more palpable link between that film and the ""Alien"" franchise. The script accompanies the ""Covenant"", a colony ship filled with people in hypersleep. The ship receives a mysterious signal from a planet that, by all indications, has excellent conditions for life, but quickly realizes that it has stumbled on a place where it should never have landed. After seeing the film, I had the feeling that we were looking at a very solid work that only lost when compared to the original franchise. Perhaps the best way to be fair is really to avoid this comparative exercise, which is seductive and almost impossible not to do.Shall we start with the good things? Very good! The film is a sight for sore eyes, especially for sci-fi fans and for those who like very visual films with high doses of special effects, CGI or extraordinarily detailed scenarios. There is no doubt that the budget had a generous slice set aside for computer technicians, art and costume designers and cinematography, and this investment has paid off handsomely. Everything is accompanied by an excellent soundtrack and good sound effects. And of course, there are lots of tense scenes. It is one of those films where the tension is permanent, but which never really scares us.Sadly, that's basically all this movie has to offer us. Fans of the Alien franchise will ensure that the film clarifies several gray points in the narrative of other films, such as ""Prometheus"", and I agree with this argument, but this does not seem to me to be something that we should overestimate, because it really was the least that could be done. Demanded from this film! At the script level, it is frankly disappointing: in addition to being lazy, making the most of what was done for the other films with which it is linked, it adds few new things. Yes, it creates some new creatures, ""cousins"" of the original xenomorph, but that's all. The human or semi-human characters are silly, devoid of development and seem to be waiting to be killed.The film starts out great, but becomes slow and tiresome as it becomes predictable. I have a high regard for Ridley Scott's work, I think he's a very skilled and credited director, but it's hard not to acknowledge that he failed here. The director was dazzled by the amount of CGI potential and neglected the narrative, editing and direction of the actors. Among the actors, Michael Fassbender stands out the most. The actor has given us one of his best works so far. Katherine Waterston also did a very good job. The rest of the cast doesn't have the time or material to do anything special.",6.0,Anonymous,Horror
Disappointing,"'Alien' is still to this day a tense, shocking suspenseful and frightening masterpiece, one of my favourites of the genre. The bigger and bolder 'Aliens' is one of those rare sequels that is every bit as good as its predecessor. Both are two of my favourite films and the character of Ripley is one of the most iconic female characters in film. 'Alien 3' and 'Resurrection' had their issues but to me weren't that bad, while 'Prometheus' had some fine elements while also some major flaws.My thoughts on 'Alien: Covenant' is fairly similar to my ones on 'Prometheus'. Not as bad as led to believe (having read reviews that were mostly mixed to negative), but could have been much better considering the brilliance of 'Alien' and 'Aliens'. With a good cast, and with the involvement of a hit and miss but talented (especially visually) director Ridley Scott, 'Alien: Covenant' could and should have been far better. Some undeniable strengths here, at the same 'Alien: Covenant' also commits the same faults as 'Prometheus', and makes even more of the mistake of having little point to it other than providing a few necessary answers to loose ends from 'Prometheus'.Lets start with 'Alien: Covenant's' strengths. Even when the writing and story weren't up to snuff, Scott's films always looked visually beautiful. 'Alien: Covenant' is not an exception. The settings look tremendous, of sheer beauty and with a real eeriness, the cinematography complements it perfectly and is often powerfully arresting and most of the special effects (apart from the disappointingly cheap-looking ones for the xenomorph) are a feast for the eye. Scott's direction has moments where it is superb, if more in the visuals and spectacle than the narrative.Jed Kurzel's music score is hauntingly unsettling and recalls one fondly of the music in the original film by Jerry Goldsmith. There are a few scary moments (though this doesn't come consistently) and credit is due for providing much needed answers to questions that were on people's lips after watching 'Prometheus'.Of a pretty good cast, considering what they had to work with, Michael Fassbender's commandingly and intensely acted dual role is the standout. Katherine Waterston brings steel and vulnerability, yet another performance demonstrating why she is one to watch, and surprisingly Danny McBride succeeds in trying to fully form his character rather than be annoying or looking stoned. Billy Crudup also tries his best with little to do.However, genuine tension and suspense is replaced by monster/alien action and attempts at character motivations. Sadly too much of the monster/alien action is not that exciting and only sporadically scary, cheapened by at times excessive and gratuitous gore (by far the goriest and bloodiest of the 'Alien' franchise and the approach felt a little out of place). On top of that the characters (in a film where there is too many of them in the first place) are very thinly sketched rather than fully formed and of the lot only Tennessee, Walter and David properly raise above forgettable, David especially being pretty splendidly drawn actually. The constant frustrating decision making from most of the characters also prevents one from properly connecting to them.Script is also often very weak, even more rambling and cliché ridden than that of 'Prometheus', with philosophising and thrown in references to the likes of Wagner and Michaelangelo that gives a sense that the film wasn't sure of its identity. The story suffers from dull pacing and from being over-stuffed of too many ideas not done enough with. By the time the big reveal came it leaves one with a so what feel, due to it being so obvious too early on, and there is far too much of a you have seen it all before vibe.In conclusion, tries hard and there's no doubting that a lot of work went into the visual aesthetics and the acting but 'Alien: Covenant' should have been much more. Certainly not awful but a disappointment. 5/10 Bethany Cox",5.0,Anonymous,Horror
"In some ways its excellent, but as an Alien film its infuriating","In the first 20 minutes I was so happy with Covenant. It felt sharp, atmospheric, there are interesting character situations, emotive moments and infinitely better writing than we had in Prometheus. As it progresses, this feeling continues - thankfully, a solid sci-fi film that got it right.Then Ridley starts to indulge in his convoluted ideas about creation and destruction. Its like switching from 1977 George Lucas to 1999 Lucas. You can almost hear Ridley at a writing meeting saying ""this'll be cool, and this, and this, and then this"" and the writer saying ""uh, is this for the same film or later in the series?"" ""Yeah just cram it all in, make it happen"".You end up with three different films - a first act like a modern Alien which I loved, a middle act of Prometheus style philosophizing that feels like more Westworld, then a last act of two shoe-horned in action scenes homaging Aliens and Alien 3 respectively. Except there is no satisfaction at all, because the aliens are rushed, a bit silly, often awkwardly CGI looking, and not even convincing as threats because we don't care about any of it.By the end I just have no idea what to think. I just think it would have worked much better if the ideas were done justice in their own film, rather than ham-fistedly trying to ram them into an Alien film to try and please fans and make box-office.",7.0,Anonymous,Horror
People are being harsh to this movie,"I think people have too high expectation to new movies of famous franchises, and when it doesn't come to their expectation, they just freak out and start giving one out of ten. If you have seen lots of harsh criticism for this movie, I say it's not bad at all. It's still quite entertaining. To be fair, lots of good horror movies are barely above 6 out of ten. So don't avoid it just because people say they hate it. It's true that they throw lots of (probably too many) elements into this movie, which might turn out to be less exciting. However, the ending succeeds in opening up to more stories, which is good. Also, keep in mind that this is not meant to be like the previous alien movies. It has totally different theme. I bet Ridley is a totally different person now. I would be surprised if he makes a new alien movie with similar tone to the older ones. And it's sensible for the old Ridley to explore the ""creation"" stuffs. I think it's a fairly good sequel to Prometheus. Look, now we have a new franchise directed by Ridley Scott himself, which is some what relates to the alien franchise. That is just great.",7.0,Anonymous,Horror
A better Prometheus sequel but a mediocre Alien film,"When I went into watching Covenant on opening night, I went in with neither excitement nor hesitation but was just curious. I was one of the people who didn't hate Prometheus because I admired the new mythology Ridley Scott was trying to create. However, I could see that it was poorly executed especially when connecting to Alien. Covenant improves on those ideas with better-written characters but in the end mostly fails as a memorable Alien film.The parts I liked the most surprisingly were the Prometheus tie-ins. The film constantly delves on the ideas of creation, religion and faith without feeling as forced like in Prometheus. From the opening scene of android David's ""birth"" to the crew of the Covenant being a colony ship carrying couples, the film carries on these philosophical ideas while tying in very well with the origin of the iconic Xenomorph. While it does not explain everything that was left open in Prometheus, it does feel satisfying that Covenant tries to give some answers rather then just leave with questions.Once again Michael Fassbender proves to be the standout of this film. But this time he shows off double the effort when he plays two androids, the original David and the Covenant's own personal android Walter. David gets to be a lot more fleshed out and we get a better understanding behind his questionable actions. And as Walter, Fassbender displays a more restrained, machine-like personality but still conveying a sense of loyalty to the crew. And seeing the two Fassbender's interact with one with each other were the most compelling scenes in the film even if one scene was unintentionally hilarious. Danny McBride should also be credited for taking on a role more serious then his usual ones in comedy. Billy Crudup also was good as a religious man whose leadership is conflicted with his Christian beliefs. Katherine Waterston did well in the lead role but is not as unique as compared the Sigourney Weaver as Ellen Ripley. And now here is where the film's faults become very present. While the characters are an improvement from Prometheus, the movie's plot forces them to make choices that feel out of character and silly.Probably my biggest disappointment was the titled creature itself. The Xenomorph does not show up till maybe like 20 minutes towards the end and its presence just feels like a forced afterthought. And I didn't mind the Xenomorph being more cg-heavy when compared to past films but the subtlety of the creature hiding and waiting to pounce from the darkness was gone. With the creature attacking right out in the opening and Ridley Scott showing too much of it on camera, it no longer felt like the intelligent, calculative killing machine I remembered. It became just another dumb generic movie monster. Even the Alien doppelgänger movie that came this year, Life, was a better Alien movie then this actual Alien movie.The film also has twist ending that leaves a lot of plot holes to examine and is just more annoying and stupid then smart.In the end Covenant will satisfy those who had problems with Prometheus convoluted mythology with some intriguing sci-fi ideas but if you're looking for a great monster movie then watch the first two Alien films then this one.",6.0,Anonymous,Horror
A bitter pill to swallow,"I had high expectations going into Covenant, I'd enjoyed Prometheus despite it's well documented flaws and was expecting it to rise above it's predecessor. It didn't. I can suspend belief for some things but others I can't overlook, the crew were well cast but the writing had some major flaws in much the same vein as Prometheus, highly trained people making incredibly bad decisions. You can argue that under pressure mistakes are made but not school-boy errors, taking an obviously sick and infected man onto your ship with no hint of quarantine being a major one. Having said that, I did think the aliens themselves were well projected and frightening, men-in-suits works better for me than CGI so on this point Scott won. The first two acts were good barring the critical errors, but the final act was telegraphed and obvious, it left me wondering where this great franchise can go to next? I will watch it again on disc and will definitely add it to my collection but to feel this disappointed after waiting for another of my favourite franchises to appear it left a bitter taste in my mouth, and it wasn't the Coke Zero.",8.0,Anonymous,Horror
"Maybe they should stop here, before tarnishing the original!","The alien movies over the years have mutated manifold from straight up horror to a full on war/action flick then to a mixed backstory starting in alien 3 which was interesting but a massive failure. Prometheus visually stunning as it was was let down by an awful script an dialog in particular.Where do we come from? Why are we here? Themes from Prometheus continue in the very first 5 minutes before the credits have even rolled. It continues to beat you over the head with its backstory which, for me makes no sense whatsoever. Some of the dialog references other master horror works such as Frankenstein but does so in a way that it's up its own arse. Forgetting what alien actually was in the first place, a coincidence that was never about back story. Characters explain the plot in basil exposition speaking like no one ever would - speaking their thoughts at every opportunity - yes we get it, it treats the audience poorly.What I did like was the scene shown much in the trailer, a character trapped in concealed room as something happens to her colleague. It was a longer scene that was tense and exciting and I oh so wish the rest of the movie could have come close. In a strange way alien covenant takes iconic moments from the franchise and tacks them on here but makes me wish I was watching alien or aliens instead. It's technically good as always Ridley Scott is a visionary filmmaker, but is unable to turn a weak script into a good film.Alien:covenant gets locked up in its own self importance while forgetting why we loved alien in the first place. I really wanted to like it but came a way with a huge sense of disappointment.",6.0,Anonymous,Horror
"Alien: Covenant, bigger and badder than Prometheus","I for one am a HUGE fan of the Alien franchise, and this movie is now one of my favorite movies. Though it may be somewhat predictable and familiar, I say that is a good thing as Prometheus seemed to stray too far from the other movies. Speaking of Prometheus, Alien: Covenant does an astounding job of tying into Prometheus and continuing the story of Shaw and David. The acting in this movie is spot-on, and I didn't find any of the characters to be annoying, or as stupid as the Prometheus crew. There is a twist (I won't spoil it) that has a lot of fans angry with Ridley Scott, but I don't mind it, and actually think it takes the story in a good direction. Moving on, the aliens in this movie are awesome, and look amazing. Critics have been stating that the CG on the aliens is spotty, but I didn't have ant problems with it. The design of the new creatures was unnerving, and kept me on my toes throughout the whole movie. The blood and gore of this film was just the perfect amount, and it always looked realistic and terrifying. Audio design for Covenant was incredible, from the soundtrack that feels like a callback to Alien and Aliens, to the completely unnerving, spine chilling sounds of the aliens and the eerie vibe to the sets. Overall, I had an amazing time seeing Alien: Covenant, and would highly recommend it to any Alien fan.",9.0,Anonymous,Horror
"An entertaining, brutal and very confusing sequel.","Okay, I'll tell the truth. I did not expect much from the sequel to Promethues, as it seemed that the level of the Alien films declined more and more, but this time, It was quite different.The film has no doubt, the most beautiful views we see in the saga of Alien, has some incredible special effects, a very good script, spectacular performances (Fassbender is incredible) an entertaining plot, good sound design, great visuals And a lot, a lot of blood. I think it is the most bloody and violent film in the entire saga, just like the first time I saw Aliens, this one left me shocked and I try to see again and again.I am a big fan of science fiction and horror, Alien is my favorite saga, I must say that I am very grateful to Scott for the fantastic thing that is this new movie, very incredible, no doubt, it was quite entertaining and intense to experiment it in cinema. But, perhaps one of its biggest mistakes is its strange and too confusing narrative on the part of the director; this film is supposed to be designed to give answers to past problems, to the questions that we have asked ourselves so much, however, it only ends up reeling over themselves and trying to add layer upon layer of complexity that simply end up being unnecessary overexposure.Leaving that aside, it was a quite entertaining movie, with intense scenes and wonderful shots. I also highlight the incredible performance of Fassbender. Simple and fascinating I can describe it.Something interesting that I should highlight; Hell, this movie is brutal.",7.0,Anonymous,Horror
